InstanceID,Found,Depth,Cost,Iterations,Generated,Expanded,Cpu Time,Wall Time,delta,epsilon,pacCondition,Domain
62,1,46,46.0,1,2027,54,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
63,1,48,48.0,1,2100,56,0,10,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
64,1,48,48.0,1,2222,59,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
65,1,43,43.0,1,1978,53,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
66,1,49,49.0,1,2203,58,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
67,1,44,44.0,1,1896,50,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
68,1,43,43.0,1,1642,44,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
69,1,46,46.0,1,1985,53,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
70,1,47,47.0,1,2166,57,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
71,1,41,41.0,1,1606,43,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
72,1,43,43.0,1,1744,46,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
73,1,45,45.0,1,2117,56,0,10,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
74,1,44,44.0,1,2202,58,15,10,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
75,1,45,45.0,1,1888,50,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
76,1,41,41.0,1,1746,46,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
77,1,46,46.0,1,2268,60,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
78,1,44,44.0,1,2150,57,15,10,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
79,1,43,43.0,1,1683,45,0,10,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
80,1,44,44.0,1,2128,56,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
81,1,47,47.0,1,2508,66,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
82,1,49,49.0,1,2390,63,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
83,1,44,44.0,1,1786,47,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
84,1,45,45.0,1,1956,52,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
85,1,42,42.0,1,1847,49,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
86,1,46,46.0,1,2328,62,0,0,0.9,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
